cmt_col,labels,length,processed_text
Tôi là xin vĩnh biệt cụ,0.0,23,tôi là xin vĩnh_biệt_cụ
Yess,0.0,4,yess
1 đời liêm khiết cho K-ICM,0.0,26,1 đời liêm_khiết cho k - icm
Và đây là a độ trông con khi chị trang đi vắng🤣🤣🤣,0.0,49,và đây là a độ trông con khi chị trang đi vắng 🤣 🤣 🤣
"Quá mất dạy . Đồng bọn với con Bò Thái Ngọc Nhiên ở An Giang  . Lũ Cầu Cá Móng Phèn vô học mất dạy lại tham tiền vô đối bất chấp sĩ diện ( vô chổ làm Hộ Chiếu thấy rất nhiều chị em cá gô bỏ trong gổ chuẩn bị xuất ngoại qua ..Sing , Mã làm diệc j chắc ai cũng biết ngoài bọn như con Linh Lờ qua Hàn , Đài chống lầy kiếm lúa",2.0,323,"quá mất_dạy . đồng_bọn với con bò thái ngọc nhiên ở an_giang . lũ cầu cá móng phèn vô_học mất_dạy lại tham tiền vô đối bất_chấp sĩ_diện ( vô chổ làm hộ_chiếu thấy rất nhiều chị_em cá gô bỏ trong gổ chuẩn_bị xuất_ngoại qua . . sing , mã làm diệc gì chắc ai cũng biết ngoài bọn như con linh lờ qua hàn , đài chống lầy kiếm lúa"
Nguyễn Bá Quang vào xem cmt ko vui như trk đkm cno óc chó vl,2.0,60,nguyễn bá quang vào xem cmt không vui như trk đkm cno óc chó vl
Toàn bọn vô công rồi nghề ngồi sủa ăn lương tháng chứ vinh quang gì? Bản thân hiểu rõ hơn ai hết nhưng vì đồng tiền bát gạo nên vẫn cứ đi cắn sủa vậy đó. Tôi chỉ quan tâm sự thật chứ mấy loại này riết chán chẳng thèm phản biện 😩,2.0,228,toàn bọn vô công rồi nghề ngồi sủa ăn lương tháng chứ vinh_quang gì ? bản_thân hiểu rõ hơn ai hết nhưng vì đồng_tiền bát gạo nên vẫn cứ đi cắn sủa vậy đó . tôi chỉ quan_tâm_sự_thật chứ mấy loại này riết chán chẳng thèm phản_biện 😩
xa Thải huấn luyện viên nhanh còn kịp.. chưa bao giờ bóng đá Việt Nam đá tệ như vậy,1.0,83,xa thải huấn_luyện_viên nhanh còn kịp . . chưa bao_giờ bóng_đá việt nam đá tệ như_vậy
thằng lồn này chỉ biết tham Mu chứ biết cc gì,2.0,45,thằng lồn này chỉ biết tham mu chứ biết cc gì
óc chó,1.0,6,óc chó
Xờ lờ quá,1.0,9,xờ lờ quá
Deo vang bong khg vay me bong bu cat cho,2.0,40,deo vang bong khg vay me bong bu cat cho
Con chó nó cũng thấy nghi ngờ đến ngửi rồi,0.0,42,con chó nó cũng thấy nghi_ngờ đến ngửi rồi
Xạo lol hk có j vui chúg ta hk nên xạo lol,1.0,42,xạo lol hk có gì vui chúg ta hk nên xạo lol
Xin lỗi cc xin lỗi làm cho anh tôi ko bị thương à giờ tao đấm vào mặt ông tao kêu xl là ok chứ j,1.0,96,xin_lỗi cc xin_lỗi làm cho anh tôi không bị_thương à giờ tao đấm vào mặt ông tao kêu xl là ok chứ gì
Đoàn Trung Hiếu vãi loinmm,2.0,26,đoàn trung hiếu vãi loinmm
ủa bạn dữ chưa t nhớ thằng quyền nó nói là nó dùng 3m để m làm mà như thuê thôi bạn bè gì?,0.0,90,ủa bạn dữ chưa t nhớ thằng quyền nó nói là nó dùng 3m để m làm mà như thuê thôi bạn_bè gì ?
"Tết đến lương về mua xu may mắn lì xì, tặng quà tết bạn bè người thân mọi người eii",0.0,83,"tết đến lương về mua xu may_mắn lì_xì , tặng quà tết bạn_bè người_thân mọi người eii"
Mày chỉ là con cờ hó oách sờ lách làm gì câu view ah vũ khác tiệp,2.0,65,mày chỉ là con cờ hó oách sờ lách làm gì câu view ah vũ khác tiệp
Súc vat,1.0,7,súc vat
Quan va. Dan nhu nhau phai ton trong phap luat. Khong thuen vi mot ai?,0.0,70,quan va . dan nhu nhau phai ton trong phap luat . khong thuen vi mot ai ?
Trọng tài fake ae chửi làm j tốn nước miếng,0.0,43,trọng_tài fake anh_em chửi làm gì tốn nước_miếng
đi học mà xâm hình Thầy lol,1.0,27,đi học mà xâm hình thầy lol
Bọn trộm cắp này lấy không từ ai cả,1.0,35,bọn trộm_cắp này lấy không từ ai cả
Fb Pha-ke mấy cha ưi...,0.0,23,fb pha - ke mấy cha ưi ...
mày thì gái có l*n là mê à,2.0,26,mày thì gái có l * n là mê à
Sion live action Phú Vinh,0.0,25,sion live action phú vinh
Ngu mực,1.0,7,ngu mực
"đéo làm được con cặc gì ngồi múa phím suy diễn đm tụi bây , làm được cái gì như người ta rồi hãy nói loại ghen ăn tức ở",2.0,119,"đéo làm được con cặc gì ngồi múa phím suy_diễn đm tụi bây , làm được cái gì như người_ta rồi hãy nói loại ghen ăn tức ở"
Nói sao khi bị người dân bắt được đánh đến chết,1.0,47,nói sao khi bị người dân bắt được đánh đến chết
Xin lỗi cái đmm à,2.0,17,xin_lỗi cái đmm à
bú muốn cạn tinh lực con chim thằng em kata chơi chung luôn mà :)),2.0,66,bú muốn cạn tinh_lực con chim thằng em kata chơi chung luôn mà : ) )
như th dở cáu cũng phải lí chứ nhỉ . Tự mình chiêu ngu sau sủa như 1 con chó ngu,2.0,91,như th dở_cáu cũng phải lí chứ nhỉ . tự mình chiêu ngu sau sủa như 1 con chó ngu
Top mạnh nhất là top 2 người :)),0.0,32,top mạnh nhất là top 2 người : ) )
Địt mẹ tổ cái thằng súc vật óc chó,2.0,34,địt_mẹ tổ cái thằng súc_vật óc chó
Con quỷ ngọc hiếu.. Cái thứ ngu ngục tù.. Đou mẹ nó bị con minh hiếu chửi sắp mặt lozz.. giờ lại áp phe với con minh hiếu...ko biết sĩ diện...,2.0,142,con quỷ ngọc hiếu . . cái thứ ngu ngục_tù . . đou mẹ nó bị con minh hiếu chửi sắp mặt lozz . . giờ lại áp_phe với con minh hiếu ... ko biết sĩ_diện ...
Ok Haha Thằng Kid này sủa hay,1.0,29,ok haha thằng kid này sủa hay
Thôi đi con đi cho nieu mày giao quá mà làm thấy mộ noi đo đi,2.0,61,thôi đi con đi cho nieu mày giao quá mà làm thấy mộ noi đo đi
Em thấy cũng ổn mà nhỉ 🙄,0.0,24,em thấy cũng ổn mà nhỉ 🙄
https://www.facebook.com/iigiz3 Đây mới là acc thật Mn ơi:),0.0,59,đây mới là acc thật mọi người ơi : )
Dan ông toi một lũ cho chết,2.0,27,dan ông toi một lũ cho chết
:)))) cứ dùng kiểu content bẩn này mà hút tương tác đi. Đúng là 30 tuổi đầu có lớn đ có khôn anh zai nhỉ,1.0,104,: ) ) ) ) cứ dùng kiểu content bẩn này mà hút tương_tác đi . đúng là 30 tuổi_đầu có lớn đ có khôn anh zai nhỉ
"coi như xong các cầu thủ không nên vui mừng quá sớm không khéo lại xôi hỏng bỏng không (lũ chúng nó tiền của nạn nhân chất độc da cam,trẻ em tàn tật,đồng bào lũ lụt,tiền trợ cấp xh",1.0,180,"coi như xong các cầu_thủ không nên vui_mừng quá sớm không_khéo lại xôi hỏng bỏng không ( lũ chúng_nó tiền của nạn_nhân chất_độc da_cam , trẻ_em tàn_tật , đồng_bào lũ_lụt , tiền trợ_cấp xh"
thử con nhung lây cho m thử .m k chử nó đi .đạo đức giả,1.0,55,thử con nhung lây cho m thử . m không chử nó đi . đạo_đức giả
":)) đi khám mắt đi ạ , tôi mắt cận nhưng nhìn còn rõ hơn ai kia",0.0,63,": ) ) đi khám mắt đi ạ , tôi mắt cận nhưng nhìn còn rõ hơn ai kia"
truyền thống văn hóa tốt đẹp từ thời hòn dái viễn đông nhé :v,1.0,61,truyền_thống văn_hóa tốt_đẹp từ thời hòn_dái viễn đông nhé : v
Thảo mai quá nó ố dè nghe bực luô,0.0,33,thảo mai quá nó ố dè nghe bực luô
Đào Hồng Hạnh xin lỗi cc,1.0,24,đào hồng hạnh xin_lỗi cc
Thằng này trận nào cũng bảo quết Thắng với 3 điểm mà chẳng làm được,1.0,67,thằng này trận nào cũng bảo quết thắng với 3 điểm mà chẳng làm được
kay vờ lờ.,1.0,10,kay vờ lờ .
Các man sống chậm tý nào,0.0,24,các man sống chậm tý nào
Luv,0.0,3,luv
"Ngay cả việc cứu dân vùng lũ mà chính tay bọn cầm đầu ở trên thủy điện gây ra mà chúng cũng ko làm được rồi lại đi ganh ghét với những người như PA vì đã giúp được dân và dân ủng hộ,nếu như ở mấy nước đa đảng thì nó lật cái bọn chóp bu này lâu rồi,ăn ở ko rồi lại địt thúi",1.0,272,"ngay cả việc cứu dân vùng lũ mà chính tay bọn cầm_đầu ở trên thủy_điện gây ra mà chúng cũng không làm được rồi lại đi ganh_ghét với những người như pa vì đã giúp được dân và dân ủng_hộ , nếu_như ở mấy nước đa đảng thì nó lật cái bọn chóp_bu này lâu rồi , ăn ở không rồi lại địt thúi"
Phan Linh đb ct có lm j đâu ? Mà ss chán,1.0,40,phan linh đb ct có lm gì đâu ? mà ss chán
Đ c m bắt láo giờ xl tấu hài à,1.0,30,đ c m bắt láo giờ xl tấu hài à
Con đỷ mẹ mày con chó,2.0,21,con đỷ mẹ mày con chó
Noi Tum lai hai thang đều ngu,2.0,30,noi tum lai hai thang đều ngu
Chó,1.0,3,chó
Hình như đây là acc giả các bạn ạ :)),0.0,37,hình_như đây là acc giả các bạn ạ : ) )
Mày về mẹ Pháp đi đỡ nhớp mắt bóng đá Việt nam đi xuống tại Mày,1.0,63,mày về mẹ pháp đi đỡ nhớp mắt bóng_đá việt nam đi xuống tại mày
May thang loz nay .méo song tho dau .cha me tui no ganh cong lung,2.0,65,may thang loz nay . méo song tho dau . cha me tui no ganh cong lung
Được thực sự,0.0,12,được thực_sự
Từ nay anh em ko được gọi bà gà nữa nhé kêu ba pro nhé =)),0.0,58,từ nay anh_em không được gọi bà gà nữa nhé kêu ba pro nhé = ) )
that la vl,0.0,10,that la vl
Địt mẹ chó,2.0,10,địt_mẹ chó
vcl mấy thằng liệt não =)),2.0,26,vcl mấy thằng liệt não = ) )
Dương đông kích tây,0.0,19,dương đông_kích tây
Chúc cô à lộn thầy Ba 20/10 vui vẻ :v,0.0,37,chúc cô à lộn thầy ba 20 / 10 vui_vẻ : v
Xem video này mà thương con nhiều lắm,0.0,37,xem video này mà thương con nhiều lắm
Cái dm dm dm,2.0,12,cái dm dm dm
"Luật Nhân Quyền của Mỹ dành cho HonhKong thật sự rất GOOD. Lũ hắc cảnh đã rón dái hết rồi các Bác ạ, làm chó săn cũng để kiếm tiền đi sứ giãy chết, mà giờ bị áp chế thế này thì làm chó chi cho người ta chửi nữa chứ 😷😷😷",1.0,218,"luật nhân_quyền của mỹ dành cho honhkong thật_sự rất good . lũ hắc cảnh đã rón dái hết rồi các bác ạ , làm chó_săn cũng để kiếm tiền đi sứ giãy_chết , mà giờ bị áp chế thế này thì làm chó chi cho người_ta chửi nữa chứ 😷 😷 😷"
"Mong muốn khởi nghĩa để đất nước giống ukranie, syria, iraq là ước mơ cháy mỏng của ad",0.0,86,"mong_muốn khởi_nghĩa để đất_nước giống ukranie , syria , iraq là ước_mơ cháy mỏng của admin"
Sao cái bọn tìm hiểu QH theo dõi ai nó rảnh vcl thế nhỉ,1.0,55,sao cái bọn tìm_hiểu qh theo_dõi ai nó rảnh vcl thế nhỉ
Việt Nam Hồ Chí Minh,0.0,20,việt nam hồ chí minh
"Bọn này chắc không được học hành, không được giáo dục, không biết nhục là gì, người có học, có đạo đức hiểu những gì không phải là của mình thì có năn nỉ cho người ta cũng không lấy",2.0,181,"bọn này chắc không được học_hành , không được giáo_dục , không biết nhục là gì , người có_học , có đạo_đức hiểu những gì không phải là của mình thì có năn_nỉ cho người_ta cũng không lấy"
Chuẩn a ưii,0.0,11,chuẩn a ưii
Địt mẹ mày thằng ăn hại thằng bất tài,2.0,37,địt_mẹ mày thằng ăn_hại thằng bất_tài
Nhìn mặt tk bố là bt ác rồi,2.0,27,nhìn mặt tk bố là bình_thường ác rồi
"Chưa đủ 16 tuổi cũng ngồi tù giáo dưỡng đc rồi,đủ tuổi sẽ đi tù nhé. Mong pháp luật đứng về phía công bằng",0.0,106,"chưa đủ 16 tuổi cũng ngồi_tù giáo_dưỡng được rồi , đủ tuổi sẽ đi tù nhé . mong pháp_luật đứng về phía công_bằng"
Ditme đéo hiểu sao,1.0,18,ditme đéo hiểu sao
Guk,0.0,3,guk
"Gieo nhân gặt quả, về sau sẽ lãnh hậu quả thôi",1.0,46,"gieo nhân gặt quả , về sau sẽ lãnh hậu_quả thôi"
"bọn công an khốn nạn thì đúng hơn...đà nẵng không có nạn chộm xe máy,đơn giản vì Nguyễn bá Thanh nói 1 câu:"" cứ xuất hiện chộm cắp là do trách nhiệm của giám đốc công an.nhà nước trả lương cho các anh không phải là để ngồi đấy chờ hết tháng rồi nhận lương mà để các anh chịu trách nhiệm.tôi không cần biết,cứ hễ dân mất chộm là do công an""",2.0,339,"bọn công_an khốn_nạn thì đúng hơn ... đà_nẵng không có nạn chộm xe_máy , đơn_giản vì nguyễn bá thanh nói 1 câu : "" cứ xuất_hiện chộm cắp là do trách_nhiệm của giám_đốc công_an . nhà_nước trả lương cho các anh không phải là để ngồi đấy chờ hết tháng rồi nhận lương mà để các anh chịu trách_nhiệm . tôi không cần biết , cứ hễ dân mất chộm là do công_an """
"học dối - học giả...kiến thức nông cạn, phát biểu nông nỗi!...Japan Technology thương hiệu toàn cầu mà đi chê bai !!!... làm ảnh hưởng đến quan hệ hữu nghị hợp tác với đối tác Nhật Bản...Ai làm được việc- người ấy có lý!!!...đằng nầy công nghệ xử lý nước thối made in Hà nội của nhóm lợi ích chưa làm được gì trong khi $ tiền thuế của dân đã đổ hàng bao nhiêu tỷ bạc vào mà nước thối vẫn thối!!!...",1.0,398,"học dối - học_giả ... kiến_thức nông_cạn , phát_biểu nông_nỗi ! ... japan technology thương_hiệu toàn_cầu mà đi chê_bai ! ! ! ... làm ảnh_hưởng đến quan_hệ hữu_nghị hợp_tác với đối_tác nhật bản ... ai làm được_việc - người ấy có_lý ! ! ! ... đằng nầy công_nghệ xử_lý nước thối made in hà_nội của nhóm lợi_ích chưa làm được gì trong khi $ tiền thuế của dân đã đổ hàng bao_nhiêu tỷ bạc vào mà nước thối vẫn thối ! ! ! ..."
Ok Haha súc vật rác 5 củ là lũ súc vật của nó,2.0,45,ok haha súc_vật rác 5 củ là lũ súc_vật của nó
Thứ nốn lừng. Chơi game mà rên như chó đéo.,2.0,43,thứ nốn lừng . chơi game mà rên như chó đéo .
Như thằng trẩu tre,1.0,18,như thằng trẩu tre
Dm nó chỉ diễn và thực hành chỉ có cái đất nước VN.nó khốn khổ tới phải dàn cảnh,2.0,80,dm nó chỉ diễn và thực_hành chỉ có cái đất_nước vn . nó khốn_khổ tới phải dàn_cảnh
sao cháu mực ngu ngu thế,2.0,24,sao cháu mực ngu ngu_thế
Có video đó mấy anh cán bộ đâu rồi. Hay chỉ lo canh bắt dân,1.0,59,có video đó mấy anh cán_bộ đâu rồi . hay chỉ lo canh bắt dân
Bắn bỏ đi thứ lắm Tiền mà cặn bã xã hội,2.0,39,bắn bỏ đi thứ lắm tiền mà cặn_bã xã_hội
Chửi thằng nguyễn sin đi chị thằng này ác lắm. Hình như mũi chị Hiếu hơi lệch á.,1.0,80,chửi thằng nguyễn sin đi chị thằng này ác lắm . hình_như mũi chị hiếu hơi lệch á .
ngu thì nhận đi abe,1.0,19,ngu thì nhận đi abe
Nguyễn Quang ngầu v bạn=))),0.0,27,nguyễn quang ngầu v bạn = ) ) )
"you must die, you are shit, why don't you give a red card in this situation",2.0,75,"you must die , you are shit , why don ' t you give a red card in this situation"
"Ngọc Nữ wow ,bỏ con ,vô ơn mà các bạn vẫn thần tượg được :)) thằng chồng bạn sau nó cũng làm vậy thì bạn thấy vẫn ok quá nhỉ :)))",1.0,129,"ngọc nữ wow , bỏ con , vô_ơn mà các bạn vẫn thần tượg được : ) ) thằng chồng bạn sau nó cũng làm vậy thì bạn thấy vẫn ok quá nhỉ : ) ) )"
"Bạn là 1 trọng tài để lại dấu ấn tồi tệ nhất cho bóng đá, làm xấu hình ảnh của đội ngũ trọng tài (You are an arbitrator to leave the worst mark for football, do bad image of the arbitration team)",0.0,195,"bạn là 1 trọng_tài để lại dấu_ấn tồi_tệ nhất cho bóng_đá , làm xấu hình_ảnh của đội_ngũ trọng_tài ( you are an arbitrator to leave the worst mark for football , do bad image of the arbitration team )"
"Xin chào các bạn, hôm nay Sói sẽ hướng dẫn các bạn cắn kẹo xê xủi hương cam :v",0.0,78,"xin chào các bạn , hôm_nay sói sẽ hướng_dẫn các bạn cắn kẹo xê xủi hương cam : v"
Clm :))),1.0,8,clm : ) ) )
Mẹ mày đủ trinh ki,1.0,18,mẹ mày đủ trinh ki
"nó bênh thằng rách, m bênh nó thì khác cái đéo j nhỉ? m bênh nó đồng nghĩa với việc m cho rằng luận điểm của nó đúng và m đang bảo vệ luận điểm ấy(câu con bn m cmt). 2 đứa bạn quen nhau hèn gì đần như nhau",2.0,205,"nó bênh thằng rách , m bênh nó thì khác cái đéo gì nhỉ ? m bênh nó đồng_nghĩa với việc m cho rằng luận_điểm của nó đúng và m đang bảo_vệ luận_điểm ấy ( câu con bạn m cmt ) . 2 đứa bạn quen nhau hèn gì đần như nhau"
Nền bóng đá Việt Nam ngày càng được fifa xếp hạng kakak,0.0,55,nền bóng_đá việt nam ngày_càng được fifa xếp_hạng kakak
so vl,1.0,5,so vl
Tử hình,0.0,7,tử_hình
"Bửa nào kêu bọn đầu gấu giết hết gia đình Ad. Lúc đó nó sẽ post: Giết người thì nó bắt, trộm nó bỏ tù, lương thiện nó tha. Mồ tổ cha mày rảnh hơi, hết chuyện làm hả mậy. Gặp tao là tao giết lun chứ bỏ tù chi",2.0,207,"bửa nào kêu bọn đầu_gấu giết hết gia_đình ad . lúc đó nó sẽ post : giết người thì nó bắt , trộm nó bỏ_tù , lương_thiện nó tha . mồ tổ cha mày rảnh hơi , hết chuyện làm hả mậy . gặp tao là tao giết lun chứ bỏ_tù chi"
"r Minh Hiếu làm gì mà chửi hả con thiểu năng, có não ko bt suy nghĩ ak, chưa chắc gì mấy đứa ghép hình nó vs MH là fan của MH",2.0,125,"r minh hiếu làm gì mà chửi hả con thiểu_năng , có não không bình_thường suy_nghĩ ak , chưa chắc gì mấy đứa ghép hình nó với mh là fan của mh"
Cái lòn má mày mất dạy,2.0,26,cái lòn má mày mất_dạy
"Mẫn Đạt bất tài . không có phản ứng , chỉ nói bằng mồm .",1.0,56,"mẫn đạt bất_tài . không có phản_ứng , chỉ nói bằng mồm ."
đâu biến súc vật thành con người dc,2.0,35,đâu biến súc_vật thành con_người được
Bốn đi ông liền,1.0,15,bốn đi ông liền
"Nguyên Dảk chửi 1 lần cũng là chửi, 10 lần cũng là chửi =)))), giờ còn có thang đo độ văn minh theo tần suất chửi à =)))",1.0,120,"nguyên dảk chửi 1 lần cũng là chửi , 10 lần cũng là chửi = ) ) ) ) , giờ còn có thang đo độ văn_minh theo tần_suất chửi à = ) ) )"
Trong tài lol,2.0,13,trong tài lol
"Công ty tư cách, thẩm quyền gì đòi người ta phải đến làm việc trực tiếp?? Nghệ sĩ thì phèn, cty thì ngu! Đâm đơn kiện VR đê, để cơ quan chức năng mời lên giải quyết",1.0,164,"công_ty tư_cách , thẩm_quyền gì đòi người_ta phải đến làm_việc trực_tiếp ? ? nghệ_sĩ thì phèn , cty thì ngu ! đâm_đơn kiện vr đê , để cơ_quan_chức_năng mời lên giải_quyết"
Rồi đời chúng mày ko ra gì đâu.,1.0,31,rồi đời chúng_mày không ra gì đâu .
Cutdidjtmemayoclolbadau,2.0,23,cutdidjtmemayoclolbadau
"Tôi bảo ô ad nhé, ô mở phim sex lên, vặn loa hết cỡ mà nghe diễn viên họ rên sẽ tốt cho não hơn là đi đôi co với phản biện với lũ tiến sĩ việt +",1.0,144,"tôi bảo ô admin nhé , ô mở phim sex lên , vặn loa hết cỡ mà nghe diễn_viên họ rên sẽ tốt cho não hơn là đi_đôi_co với phản_biện với lũ tiến_sĩ việt +"
Bán ba cái nước hoa xạo,1.0,23,bán ba cái nước_hoa xạo
Nhờ sự miệt mài ngồi nhà cổ vũ của a mà RF mới có ngày hnay,0.0,59,nhờ sự miệt_mài ngồi nhà cổ_vũ của a mà rf mới có ngày hnay
Cai toi thay trai keu la ra tiep ne,0.0,35,cai toi thay trai keu la ra tiep ne
bọn ăn cháo đá bát,2.0,18,bọn ăn cháo đá bát
Tuyệt quá ạ lm tới ln anh ơi,0.0,28,tuyệt quá ạ lm tới ln anh ơi
Tổ tiên nhà mày húp máu lồn,2.0,27,tổ_tiên nhà mày húp máu lồn
Có acc nào kc không mực 1 nắng,0.0,30,có acc nào kc không mực 1 nắng
Ri cái cc,1.0,9,ri cái cc
ĐÃ BÊ ĐÊ RỒI CÒN BỊ BỆNH XẠO LỒN,2.0,32,đã bê đê rồi còn bị bệnh xạo lồn
Mẹ tụi ko có não mới kếu là phản động. Ko hiểu chuyen j ma cu nói tới cs la tụi nó nhảy tưng tưng lên ý như là ăn hết của ông bà ông vãi tụi nó mẹ ngu dốt mà tưởng thông minh,2.0,174,mẹ tụi không có não mới kếu là phản_động . không hiểu chuyen gì ma cu nói tới cs la tụi nó nhảy tưng_tưng lên ý như là ăn hết của ông_bà ông vãi tụi nó mẹ ngu_dốt mà tưởng thông_minh
"Mày nên cút khỏi Việt Nam chúng tao đi làm ơn, mày đã phá hủy hoàn toàn bóng đá Việt Nam rồi",1.0,92,"mày nên cút khỏi việt_nam chúng_tao đi làm_ơn , mày đã phá_hủy hoàn_toàn bóng_đá việt nam rồi"
Người ta nói chuyện hỏi đường ko nói chuyện với họ thì bảo thế này thế kia rồi chỉ đường cho bọn nó xong rồi tiện lấy xe đi luôn cho nhánh,0.0,138,người_ta nói_chuyện hỏi đường không nói_chuyện với họ thì bảo thế này thế kia rồi chỉ đường cho bọn nó xong rồi tiện lấy xe đi luôn cho nhánh
Mong trọng tài mau chết,2.0,23,mong trọng_tài mau chết
"Cộng sản luôn đúng, nếu cộng sản sai thì mày là thằng phản động",1.0,63,"cộng_sản luôn đúng , nếu cộng_sản sai thì mày là thằng phản_động"
Không bé ơi,0.0,11,không bé ơi
Lmcs,1.0,4,lmcs
Cuộc sống bạc với người tốt quá,0.0,31,cuộc_sống bạc với người tốt quá
Xin lỗi con cặc ép vn tao nặng nề r bây giờ qua xl đéo chấp nhận nhé thằng chó,2.0,78,xin_lỗi con cặc ép vn tao nặng_nề r bây_giờ qua xl đéo chấp_nhận nhé thằng chó
go away việt nam,1.0,16,go away việt_nam
Cũng nhờ có quan chúng bây mới ko là 1tỉnh của Tàu khựa or làm chó ngoan của Mỹ,1.0,79,cũng nhờ có quan chúng bây mới không là 1tỉnh của tàu khựa or làm chó ngoan của mỹ
Game gì đây ae,0.0,14,game gì đây anh_em
Bọn bò đỏ ngu hết thuốc chữa! GDP của vc phải 15 năm nữa mới bằng Thái lan !,2.0,76,bọn bò đỏ ngu hết thuốc chữa ! gdp của vc phải 15 năm nữa mới bằng thái lan !
"thấy Chị Chi dễ thương quá hà. , nhất cụm từ ""chứ nhiêu"". ""chứ nhiêu"", h",0.0,72,"thấy chị chi dễ_thương quá hà . , nhất cụm từ "" chứ nhiêu "" . "" chứ nhiêu "" , h"
ai có link beat cho mình xin đc ko ?,0.0,36,ai có link beat cho mình xin được không ?
cay lắm =)))) nma coi thằng nay cay hả hê vcl =)))),0.0,51,cay lắm = ) ) ) ) nma coi thằng nay cay hả_hê vcl = ) ) ) )
Từ chức đi troussier,0.0,20,từ_chức đi troussier
https://www.facebook.com/iigiz3 acc chính nè,0.0,44,acc chính nè
Nhiều trường hợp mất vì cùng đồng bọn với nhau đánh lạc hướng cho cô gái mãi nói chuyện để thằng đằng sau lấy xe chạy.,0.0,118,nhiều trường_hợp mất vì cùng đồng_bọn với nhau đánh lạc hướng cho cô gái mãi nói_chuyện để thằng đằng sau lấy xe chạy .
"hảo việt vị ( You know how to be a referee, you only know how to pay. )",0.0,71,"hảo việt_vị ( you know how to be a referee , you only know how to pay . )"
"30:03 ""Con Đ.Ĩ L.OZ Thúi""🦋😂😂",1.0,28,"30 : 03 "" con đ . ĩ l . oz thúi "" 🦋 😂 😂"
Con Chó có Linh cảm đúng ghê tội cho Cô Gái,0.0,43,con chó có linh_cảm đúng ghê tội cho cô gái
Sory cl,1.0,7,sory cl
Soryyyyyyy fuck,1.0,15,soryyyyyyy fuck
Ủa cái quần thể gì dậy? Mới chửi người ta rồi quay lại khen :)? Ủa nulo hả? Cd :) ? Nói chuyện như cái lông loz dậy đó :),2.0,121,ủa cái quần_thể gì dậy ? mới chửi người_ta rồi quay lại khen : ) ? ủa nulo hả ? cd : ) ? nói_chuyện như cái lông loz dậy đó : )
Sao chúa có thể sinh ra những người như ông,1.0,43,sao chúa có_thể sinh ra những người như ông
thôi lỗi lỗi cc j nx,1.0,20,thôi lỗi lỗi cc gì nx
Cô dễ thương quá ❤️❤️❤️,0.0,23,cô dễ_thương quá ❤ ️ ❤ ️ ❤ ️
Ngọc Huy học hỏi idol để có quả đầu đẹp nha =))),0.0,48,ngọc huy học_hỏi idol để có quả đầu đẹp nha = ) ) )
Nó bị mua rồi anh em,0.0,20,nó bị mua rồi anh_em
Tổ sư nhà mày th sv trọng tài.,2.0,30,tổ_sư nhà mày th sv trọng_tài .
Đm bắt được vụt gãy trân,1.0,24,đm bắt được vụt gãy trân
ban xoi giong ban than qua ta,0.0,29,ban xoi giong ban than qua ta
Tình hình 3 thằng này sao r mn,0.0,30,tình_hình 3 thằng này sao r mọi người
Hông có chị kia hả,0.0,18,hông có chị kia hả
Ae nên bảo nó chết ik,2.0,21,anh_em nên bảo nó chết ik
Tấm chiếu mới ..,0.0,16,tấm chiếu mới . .
 Fuck you,2.0,9,fuck you
Lên án cho đi tù gấp không nên để thành phần này ngoài xã hội,1.0,61,lên_án cho đi tù gấp không nên để thành_phần này ngoài xã_hội
chúc mừng thầy chúm chím nha :)),0.0,32,chúc_mừng thầy chúm_chím nha : ) )
Một lũ ăn bám,2.0,13,một lũ ăn_bám
Ai có tấm ảnh mà ổng ko thổi fen k,0.0,34,ai có tấm ảnh mà ổng không thổi fen không
Cc,1.0,2,cc
fan cứng?? thầy lồn cho tao fan cứng chúng mày ạ .. yêu thầy dấu bé ba = )),1.0,75,fan cứng ? ? thầy lồn cho tao fan cứng chúng_mày ạ . . yêu thầy dấu bé ba = ) )
chơi với bạn mà lôi bạn ra để bet xong ăn 800k rồi cmt bên bài bạn thì cũng vừa lắm chứ chẳng phải k đâu mực ạ,0.0,110,chơi với bạn mà lôi bạn ra để bet xong ăn 800k rồi cmt bên bài bạn thì cũng vừa lắm chứ chẳng phải không đâu mực ạ
"r, hiểu r, bạn là dlv :)) thôi mình out, k nói lại bạn đc, bye nhé",1.0,66,"r , hiểu r , bạn là dlv : ) ) thôi mình out , không nói lại bạn đc , bye nhé"
"Có anh Độ, Tết lúc nào chả vui",0.0,30,"có anh độ , tết lúc_nào chả vui"
Cặp bot tấu hài vcsb,0.0,20,cặp bot tấu hài vcsb
Thằng chó mắt mù,2.0,16,thằng chó mắt mù
Bọn xúc vật,2.0,11,bọn xúc vật
Nhà nước phải xây thêm nhà nghỉ cách ly để người ta còn đủn nhau trong lúc chờ kết quá,0.0,86,nhà_nước phải xây thêm nhà_nghỉ cách_ly để người_ta còn đủn nhau trong lúc chờ kết quá
"Mê trai,",0.0,8,"mê trai ,"
Con 3 vang ngoc mac ao dam giong quy,1.0,36,con 3 vang ngoc mac ao dam giong quy
Nguyễn Hữu Dũng thế mới bản content đắy ông,0.0,43,nguyễn hữu dũng thế mới bản content đắy ông
